alpha,gamma,episodes,seed,success_rate,avg_return,avg_steps,elapsed_seconds
0.05,0.99,20,19,0.0,-1.0,50.0,0.208001
0.05,0.99,20,20,0.0,-1.0,50.0,0.198998
0.05,0.99,20,21,0.0,-1.0,50.0,0.197
0.05,0.99,20,22,0.0,-1.0,50.0,0.201999
0.05,0.99,20,23,0.0,-1.0,50.0,0.203001
0.05,0.99,20,24,0.0,-1.0,50.0,0.216499
0.05,0.99,20,25,0.0,-1.0,50.0,0.201503
0.05,0.99,20,26,0.0,-1.0,50.0,0.197499
0.05,0.99,20,27,0.0,-1.0,50.0,0.209498
0.05,0.99,20,28,0.0,-1.0,50.0,0.2095
0.05,0.99,20,29,0.0,-1.0,50.0,0.206999
0.05,0.99,20,30,0.0,-1.0,50.0,0.210501
0.05,0.99,20,31,0.0,-1.0,50.0,0.1995
0.05,0.99,20,32,0.0,-1.0,50.0,0.202001
0.05,0.99,20,33,0.0,-1.0,50.0,0.2095
0.05,0.99,20,34,0.0,-1.0,50.0,0.198499
0.05,0.99,20,35,0.0,-1.0,50.0,0.223501
0.05,0.99,20,36,0.0,-1.0,50.0,0.239422
0.05,0.99,20,37,0.0,-1.0,50.0,0.201502
0.05,0.99,20,38,0.0,-1.0,50.0,0.2005
0.05,0.99,20,39,0.0,-1.0,50.0,0.203
0.05,0.99,20,40,0.0,-1.0,50.0,0.196499
0.05,0.99,20,41,0.0,-1.0,50.0,0.1975
0.05,0.99,20,42,0.0,-1.0,50.0,0.194
0.05,0.99,20,43,0.0,-1.0,50.0,0.202
0.05,0.99,20,44,0.0,-1.0,50.0,0.213001
0.05,0.99,20,45,0.0,-1.0,50.0,0.203499
0.05,0.99,20,46,0.0,-1.0,50.0,0.203
0.05,0.99,20,47,0.0,-1.0,50.0,0.210001
0.05,0.99,20,48,0.0,-1.0,50.0,0.201085
0.05,0.99,20,49,0.0,-1.0,50.0,0.205412
0.05,0.99,20,50,0.0,-1.0,50.0,0.195501
0.05,0.99,20,51,0.0,-1.0,50.0,0.198499
0.05,0.99,20,52,0.0,-1.0,50.0,0.206001
0.05,0.99,20,53,0.0,-1.0,50.0,0.1995
0.05,0.99,20,54,0.0,-1.0,50.0,0.1975
0.05,0.99,20,55,0.0,-1.0,50.0,0.203001
0.05,0.99,20,56,0.0,-1.0,50.0,0.196501
0.05,0.99,20,57,0.0,-1.0,50.0,0.198999
0.05,0.99,20,58,0.0,-1.0,50.0,0.205502
0.05,0.99,20,59,0.0,-1.0,50.0,0.199499
0.05,0.99,20,60,0.0,-1.0,50.0,0.207999
0.05,0.99,20,61,0.0,-1.0,50.0,0.199001
0.05,0.99,20,62,0.0,-1.0,50.0,0.203
0.05,0.99,20,63,0.0,-1.0,50.0,0.212
0.05,0.99,20,64,0.0,-1.0,50.0,0.207001
0.05,0.99,20,65,0.0,-1.0,50.0,0.213999
0.05,0.99,20,66,0.0,-1.0,50.0,0.206
0.05,0.99,20,67,0.0,-1.0,50.0,0.213999
0.05,0.99,20,68,0.0,-1.0,50.0,0.207501
0.05,0.99,20,69,0.0,-1.0,50.0,0.198001
0.05,0.99,20,70,0.0,-1.0,50.0,0.206998
0.05,0.99,20,71,0.0,-1.0,50.0,0.202
0.05,0.99,20,72,1.0,0.9,6.0,0.028
0.05,0.99,20,73,0.0,-1.0,50.0,0.197002
0.05,0.99,20,74,0.0,-1.0,50.0,0.195999
0.05,0.99,20,75,0.0,-1.0,50.0,0.201002
0.05,0.99,20,76,1.0,0.9,6.0,0.0285
0.05,0.99,20,77,0.0,-1.0,50.0,0.2085
0.05,0.99,20,78,0.0,-1.0,50.0,0.226499
0.05,0.99,20,79,0.0,-1.0,50.0,0.231501
0.05,0.99,20,80,0.0,-1.0,50.0,0.226
0.05,0.99,20,81,0.0,-1.0,50.0,0.229499
0.05,0.99,20,82,0.0,-1.0,50.0,0.226
0.05,0.99,20,83,0.0,-1.0,50.0,0.227
0.05,0.99,20,84,0.0,-1.0,50.0,0.2215
0.05,0.99,20,85,0.0,-1.0,50.0,0.214001
0.05,0.99,20,86,0.0,-1.0,50.0,0.210999
0.05,0.99,20,87,0.0,-1.0,50.0,0.203
0.05,0.99,20,88,0.0,-1.0,50.0,0.201499
0.05,0.99,20,89,0.0,-1.0,50.0,0.203001
0.05,0.99,20,90,0.0,-1.0,50.0,0.206999
0.05,0.99,20,91,0.0,-1.0,50.0,0.218999
0.05,0.99,20,92,0.0,-1.0,50.0,0.223001
0.05,0.99,20,93,0.0,-1.0,50.0,0.222499
0.05,0.99,20,94,0.0,-1.0,50.0,0.206501
0.05,0.99,20,95,0.0,-1.0,50.0,0.199499
0.05,0.99,20,96,0.0,-1.0,50.0,0.207001
0.05,0.99,20,97,0.0,-1.0,50.0,0.198499
0.05,0.99,20,98,0.0,-1.0,50.0,0.202499
0.05,0.99,20,99,0.0,-1.0,50.0,0.203501
0.05,0.99,100,0,1.0,0.9,6.0,0.0335
0.05,0.99,100,1,1.0,0.9,6.0,0.035
0.05,0.99,100,2,1.0,0.9,6.0,0.0355
0.05,0.99,100,3,1.0,0.9,6.0,0.034
0.05,0.99,100,4,1.0,0.9,6.0,0.033499
0.05,0.99,100,5,1.0,0.9,6.0,0.034001
0.05,0.99,100,6,1.0,0.9,6.0,0.037499
0.05,0.99,100,7,1.0,0.9,6.0,0.034001
0.05,0.99,100,8,1.0,0.9,6.0,0.0385
0.05,0.99,100,9,1.0,0.9,6.0,0.036
0.05,0.99,100,10,1.0,0.9,6.0,0.040001
0.05,0.99,100,11,1.0,0.9,6.0,0.040499
0.05,0.99,100,12,1.0,0.9,6.0,0.044003
0.05,0.99,100,13,1.0,0.9,6.0,0.0425
0.05,0.99,100,14,1.0,0.9,6.0,0.047998
0.05,0.99,100,15,1.0,0.9,6.0,0.044503
0.05,0.99,100,16,1.0,0.9,6.0,0.043498
0.05,0.99,100,17,1.0,0.9,6.0,0.040001
0.05,0.99,100,18,1.0,0.9,6.0,0.039999
0.05,0.99,100,19,1.0,0.9,6.0,0.047502
0.05,0.99,100,20,1.0,0.9,6.0,0.038499
0.05,0.99,100,21,0.0,-1.0,50.0,0.257002
0.05,0.99,100,22,1.0,0.9,6.0,0.0395
0.05,0.99,100,23,1.0,0.9,6.0,0.036997
0.05,0.99,100,24,1.0,0.9,6.0,0.0395
0.05,0.99,100,25,1.0,0.9,6.0,0.037001
0.05,0.99,100,26,1.0,0.9,6.0,0.036999
0.05,0.99,100,27,1.0,0.9,6.0,0.041
0.05,0.99,100,28,1.0,0.9,6.0,0.036
0.05,0.99,100,29,1.0,0.9,6.0,0.035501
0.05,0.99,100,30,1.0,0.9,6.0,0.0355
0.05,0.99,100,31,1.0,0.9,6.0,0.036001
0.05,0.99,100,32,1.0,0.9,6.0,0.044
0.05,0.99,100,33,1.0,0.9,6.0,0.038998
0.05,0.99,100,34,1.0,0.9,6.0,0.038
0.05,0.99,100,35,1.0,0.9,6.0,0.040499
0.05,0.99,100,36,1.0,0.9,6.0,0.039001
0.05,0.99,100,37,1.0,0.9,6.0,0.041
0.05,0.99,100,38,1.0,0.9,6.0,0.036999
0.05,0.99,100,39,1.0,0.9,6.0,0.046499
0.05,0.99,100,40,1.0,0.9,6.0,0.037502
0.05,0.99,100,41,1.0,0.9,6.0,0.037999
0.05,0.99,100,42,1.0,0.9,6.0,0.038498
0.05,0.99,100,43,0.0,-1.0,50.0,0.212537
0.05,0.99,100,44,1.0,0.9,6.0,0.033466
0.05,0.99,100,45,0.0,-1.0,50.0,0.209497
0.05,0.99,100,46,1.0,0.9,6.0,0.036501
0.05,0.99,100,47,1.0,0.9,6.0,0.0355
0.05,0.99,100,48,1.0,0.9,6.0,0.0385
0.05,0.99,100,49,1.0,0.9,6.0,0.041
0.05,0.99,100,50,1.0,0.9,6.0,0.035999
0.05,0.99,100,51,1.0,0.9,6.0,0.034005
0.05,0.99,100,52,1.0,0.9,6.0,0.035497
0.05,0.99,100,53,1.0,0.9,6.0,0.034999
0.05,0.99,100,54,1.0,0.9,6.0,0.037
0.05,0.99,100,55,1.0,0.9,6.0,0.034002
0.05,0.99,100,56,1.0,0.9,6.0,0.033998
0.05,0.99,100,57,1.0,0.9,6.0,0.036999
0.05,0.99,100,58,1.0,0.9,6.0,0.0355
0.05,0.99,100,59,1.0,0.9,6.0,0.035001
0.05,0.99,100,60,1.0,0.9,6.0,0.0375
0.05,0.99,100,61,1.0,0.9,6.0,0.0395
0.05,0.99,100,62,0.0,-1.0,50.0,0.206999
0.05,0.99,100,63,1.0,0.9,6.0,0.0355
0.05,0.99,100,64,1.0,0.9,6.0,0.034
0.05,0.99,100,65,1.0,0.9,6.0,0.036997
0.05,0.99,100,66,1.0,0.9,6.0,0.033002
0.05,0.99,100,67,1.0,0.9,6.0,0.033499
0.05,0.99,100,68,1.0,0.9,6.0,0.036037
0.05,0.99,100,69,1.0,0.9,6.0,0.034464
0.05,0.99,100,70,1.0,0.9,6.0,0.037501
0.05,0.99,100,71,1.0,0.9,6.0,0.0345
0.05,0.99,100,72,0.0,-1.0,50.0,0.209499
0.05,0.99,100,73,1.0,0.9,6.0,0.037499
0.05,0.99,100,74,0.0,-1.0,50.0,0.204
0.05,0.99,100,75,1.0,0.9,6.0,0.0365
0.05,0.99,100,76,1.0,0.9,6.0,0.036002
0.05,0.99,100,77,1.0,0.9,6.0,0.0395
0.05,0.99,100,78,1.0,0.9,6.0,0.037001
0.05,0.99,100,79,1.0,0.9,6.0,0.032999
0.05,0.99,100,80,1.0,0.9,6.0,0.037
0.05,0.99,100,81,1.0,0.9,6.0,0.036999
0.05,0.99,100,82,1.0,0.9,6.0,0.0345
0.05,0.99,100,83,1.0,0.9,6.0,0.035501
0.05,0.99,100,84,1.0,0.9,6.0,0.032501
0.05,0.99,100,85,0.0,-1.0,50.0,0.202498
0.05,0.99,100,86,1.0,0.9,6.0,0.040502
0.05,0.99,100,87,1.0,0.9,6.0,0.034498
0.05,0.99,100,88,1.0,0.9,6.0,0.036502
0.05,0.99,100,89,1.0,0.9,6.0,0.035999
0.05,0.99,100,90,1.0,0.9,6.0,0.0365
0.05,0.99,100,91,1.0,0.9,6.0,0.037999
0.05,0.99,100,92,1.0,0.9,6.0,0.037002
0.05,0.99,100,93,1.0,0.9,6.0,0.0365
0.05,0.99,100,94,1.0,0.9,6.0,0.0355
0.05,0.99,100,95,1.0,0.9,6.0,0.034
0.05,0.99,100,96,1.0,0.9,6.0,0.034999
0.05,0.99,100,97,1.0,0.9,6.0,0.038502
0.05,0.99,100,98,1.0,0.9,6.0,0.035499
0.05,0.99,100,99,1.0,0.9,6.0,0.034502
0.05,0.99,500,0,1.0,0.9,6.0,0.071498
0.05,0.99,500,1,1.0,0.9,6.0,0.073502
0.05,0.99,500,2,1.0,0.9,6.0,0.082001
0.05,0.99,500,3,1.0,0.9,6.0,0.083498
0.05,0.99,500,4,1.0,0.9,6.0,0.0895
0.05,0.99,500,5,1.0,0.9,6.0,0.082
0.05,0.99,500,6,1.0,0.9,6.0,0.082999
0.05,0.99,500,7,1.0,0.9,6.0,0.101002
0.05,0.99,500,8,1.0,0.9,6.0,0.091999
0.05,0.99,500,9,1.0,0.9,6.0,0.091001
0.05,0.99,500,10,1.0,0.9,6.0,0.089
0.05,0.99,500,11,1.0,0.9,6.0,0.083999
0.05,0.99,500,12,1.0,0.9,6.0,0.083002
0.05,0.99,500,13,1.0,0.9,6.0,0.072999
0.05,0.99,500,14,1.0,0.9,6.0,0.072001
0.05,0.99,500,15,1.0,0.9,6.0,0.071997
0.05,0.99,500,16,1.0,0.9,6.0,0.079001
0.05,0.99,500,17,1.0,0.9,6.0,0.080002
0.05,0.99,500,18,1.0,0.9,6.0,0.091998
0.05,0.99,500,19,1.0,0.9,6.0,0.081
0.05,0.99,500,20,1.0,0.9,6.0,0.079499
0.05,0.99,500,21,1.0,0.9,6.0,0.077
0.05,0.99,500,22,1.0,0.9,6.0,0.077999
0.05,0.99,500,23,1.0,0.9,6.0,0.075
0.05,0.99,500,24,1.0,0.9,6.0,0.0755
0.05,0.99,500,25,1.0,0.9,6.0,0.073001
0.05,0.99,500,26,1.0,0.9,6.0,0.071999
0.05,0.99,500,27,1.0,0.9,6.0,0.077001
0.05,0.99,500,28,1.0,0.9,6.0,0.0705
0.05,0.99,500,29,1.0,0.9,6.0,0.074
0.05,0.99,500,30,1.0,0.9,6.0,0.075502
0.05,0.99,500,31,1.0,0.9,6.0,0.101498
0.05,0.99,500,32,1.0,0.9,6.0,0.083499
0.05,0.99,500,33,1.0,0.9,6.0,0.077501
0.05,0.99,500,34,1.0,0.9,6.0,0.079499
0.05,0.99,500,35,1.0,0.9,6.0,0.0775
0.05,0.99,500,36,1.0,0.9,6.0,0.086999
0.05,0.99,500,37,1.0,0.9,6.0,0.092501
0.05,0.99,500,38,1.0,0.9,6.0,0.0805
0.05,0.99,500,39,1.0,0.9,6.0,0.091501
0.05,0.99,500,40,1.0,0.9,6.0,0.1115
0.05,0.99,500,41,1.0,0.9,6.0,0.104531
0.05,0.99,500,42,1.0,0.9,6.0,0.103467
0.05,0.99,500,43,1.0,0.9,6.0,0.095001
0.05,0.99,500,44,1.0,0.9,6.0,0.0985
0.05,0.99,500,45,1.0,0.9,6.0,0.0955
0.05,0.99,500,46,1.0,0.9,6.0,0.08
0.05,0.99,500,47,1.0,0.9,6.0,0.087999
0.05,0.99,500,48,1.0,0.9,6.0,0.097499
0.05,0.99,500,49,1.0,0.9,6.0,0.086
0.05,0.99,500,50,1.0,0.9,6.0,0.079
0.05,0.99,500,51,1.0,0.9,6.0,0.075001
0.05,0.99,500,52,1.0,0.9,6.0,0.073499
0.05,0.99,500,53,1.0,0.9,6.0,0.0705
0.05,0.99,500,54,1.0,0.9,6.0,0.075998
0.05,0.99,500,55,1.0,0.9,6.0,0.076003
0.05,0.99,500,56,1.0,0.9,6.0,0.080998
0.05,0.99,500,57,1.0,0.9,6.0,0.092999
0.05,0.99,500,58,1.0,0.9,6.0,0.071002
0.05,0.99,500,59,1.0,0.9,6.0,0.078499
0.05,0.99,500,60,1.0,0.9,6.0,0.067501
0.05,0.99,500,61,1.0,0.9,6.0,0.073002
0.05,0.99,500,62,1.0,0.9,6.0,0.073498
0.05,0.99,500,63,1.0,0.9,6.0,0.074001
0.05,0.99,500,64,1.0,0.9,6.0,0.079499
0.05,0.99,500,65,1.0,0.9,6.0,0.08
0.05,0.99,500,66,1.0,0.9,6.0,0.084999
0.05,0.99,500,67,1.0,0.9,6.0,0.077
0.05,0.99,500,68,1.0,0.9,6.0,0.076499
0.05,0.99,500,69,1.0,0.9,6.0,0.074416
0.05,0.99,500,70,1.0,0.9,6.0,0.081497
0.05,0.99,500,71,1.0,0.9,6.0,0.071501
0.05,0.99,500,72,1.0,0.9,6.0,0.073499
0.05,0.99,500,73,1.0,0.9,6.0,0.077501
0.05,0.99,500,74,1.0,0.9,6.0,0.069497
0.05,0.99,500,75,1.0,0.9,6.0,0.072
0.05,0.99,500,76,1.0,0.9,6.0,0.073001
0.05,0.99,500,77,1.0,0.9,6.0,0.075501
0.05,0.99,500,78,1.0,0.9,6.0,0.079002
0.05,0.99,500,79,1.0,0.9,6.0,0.0725
0.05,0.99,500,80,1.0,0.9,6.0,0.080998
0.05,0.99,500,81,1.0,0.9,6.0,0.075498
0.05,0.99,500,82,1.0,0.9,6.0,0.0815
0.05,0.99,500,83,1.0,0.9,6.0,0.0875
0.05,0.99,500,84,1.0,0.9,6.0,0.069001
0.05,0.99,500,85,1.0,0.9,6.0,0.074502
0.05,0.99,500,86,1.0,0.9,6.0,0.078496
0.05,0.99,500,87,1.0,0.9,6.0,0.072501
0.05,0.99,500,88,1.0,0.9,6.0,0.070501
0.05,0.99,500,89,1.0,0.9,6.0,0.071499
0.05,0.99,500,90,1.0,0.9,6.0,0.072002
0.05,0.99,500,91,1.0,0.9,6.0,0.073498
0.05,0.99,500,92,1.0,0.9,6.0,0.075
0.05,0.99,500,93,1.0,0.9,6.0,0.079999
0.05,0.99,500,94,1.0,0.9,6.0,0.0795
0.05,0.99,500,95,1.0,0.9,6.0,0.076503
0.05,0.99,500,96,1.0,0.9,6.0,0.073119
0.05,0.99,500,97,1.0,0.9,6.0,0.077878
0.05,0.99,500,98,1.0,0.9,6.0,0.071002
0.05,0.99,500,99,1.0,0.9,6.0,0.073498
0.05,0.99,2000,0,1.0,0.9,6.0,0.234502
0.05,0.99,2000,1,1.0,0.9,6.0,0.237499
0.05,0.99,2000,2,1.0,0.9,6.0,0.231121
0.05,0.99,2000,3,1.0,0.9,6.0,0.23338
0.05,0.99,2000,4,1.0,0.9,6.0,0.217998
0.05,0.99,2000,5,1.0,0.9,6.0,0.225499
0.05,0.99,2000,6,1.0,0.9,6.0,0.228001
0.05,0.99,2000,7,1.0,0.9,6.0,0.222
0.05,0.99,2000,8,1.0,0.9,6.0,0.230499
0.05,0.99,2000,9,1.0,0.9,6.0,0.232002
0.05,0.99,2000,10,1.0,0.9,6.0,0.222498
0.05,0.99,2000,11,1.0,0.9,6.0,0.233001
0.05,0.99,2000,12,1.0,0.9,6.0,0.236004
0.05,0.99,2000,13,1.0,0.9,6.0,0.233995
0.05,0.99,2000,14,1.0,0.9,6.0,0.230002
0.05,0.99,2000,15,1.0,0.9,6.0,0.221002
0.05,0.99,2000,16,1.0,0.9,6.0,0.248997
0.05,0.99,2000,17,1.0,0.9,6.0,0.229001
0.05,0.99,2000,18,1.0,0.9,6.0,0.229497
0.05,0.99,2000,19,1.0,0.9,6.0,0.239501
0.05,0.99,2000,20,1.0,0.9,6.0,0.288502
0.05,0.99,2000,21,1.0,0.9,6.0,0.242998
0.05,0.99,2000,22,1.0,0.9,6.0,0.249999
0.05,0.99,2000,23,1.0,0.9,6.0,0.2535
0.05,0.99,2000,24,1.0,0.9,6.0,0.222501
0.05,0.99,2000,25,1.0,0.9,6.0,0.233016
0.05,0.99,2000,26,1.0,0.9,6.0,0.232498
0.05,0.99,2000,27,1.0,0.9,6.0,0.232
0.05,0.99,2000,28,1.0,0.9,6.0,0.2285
0.05,0.99,2000,29,1.0,0.9,6.0,0.2335
0.05,0.99,2000,30,1.0,0.9,6.0,0.216
0.05,0.99,2000,31,1.0,0.9,6.0,0.229018
0.05,0.99,2000,32,1.0,0.9,6.0,0.240983
0.05,0.99,2000,33,1.0,0.9,6.0,0.241501
0.05,0.99,2000,34,1.0,0.9,6.0,0.247
0.05,0.99,2000,35,1.0,0.9,6.0,0.223997
0.05,0.99,2000,36,1.0,0.9,6.0,0.2425
0.05,0.99,2000,37,1.0,0.9,6.0,0.247503
0.05,0.99,2000,38,1.0,0.9,6.0,0.2245
0.05,0.99,2000,39,1.0,0.9,6.0,0.225498
0.05,0.99,2000,40,1.0,0.9,6.0,0.229498
0.05,0.99,2000,41,1.0,0.9,6.0,0.233004
0.05,0.99,2000,42,1.0,0.9,6.0,0.230496
0.05,0.99,2000,43,1.0,0.9,6.0,0.225502
0.05,0.99,2000,44,1.0,0.9,6.0,0.233503
0.05,0.99,2000,45,1.0,0.9,6.0,0.231011
0.05,0.99,2000,46,1.0,0.9,6.0,0.231485
0.05,0.99,2000,47,1.0,0.9,6.0,0.254503
0.05,0.99,2000,48,1.0,0.9,6.0,0.240497
0.05,0.99,2000,49,1.0,0.9,6.0,0.226502
0.05,0.99,2000,50,1.0,0.9,6.0,0.223
0.05,0.99,2000,51,1.0,0.9,6.0,0.238501
0.05,0.99,2000,52,1.0,0.9,6.0,0.223998
0.05,0.99,2000,53,1.0,0.9,6.0,0.224999
0.05,0.99,2000,54,1.0,0.9,6.0,0.265502
0.05,0.99,2000,55,1.0,0.9,6.0,0.215999
0.05,0.99,2000,56,1.0,0.9,6.0,0.247
0.05,0.99,2000,57,1.0,0.9,6.0,0.2435
0.05,0.99,2000,58,1.0,0.9,6.0,0.263499
0.05,0.99,2000,59,1.0,0.9,6.0,0.2485
0.05,0.99,2000,60,1.0,0.9,6.0,0.255499
0.05,0.99,2000,61,1.0,0.9,6.0,0.254
0.05,0.99,2000,62,1.0,0.9,6.0,0.253502
0.05,0.99,2000,63,1.0,0.9,6.0,0.242499
0.05,0.99,2000,64,1.0,0.9,6.0,0.228501
0.05,0.99,2000,65,1.0,0.9,6.0,0.223499
0.05,0.99,2000,66,1.0,0.9,6.0,0.245
0.05,0.99,2000,67,1.0,0.9,6.0,0.224002
0.05,0.99,2000,68,1.0,0.9,6.0,0.230499
0.05,0.99,2000,69,1.0,0.9,6.0,0.235499
0.05,0.99,2000,70,1.0,0.9,6.0,0.238001
0.05,0.99,2000,71,1.0,0.9,6.0,0.2205
0.05,0.99,2000,72,1.0,0.9,6.0,0.233
0.05,0.99,2000,73,1.0,0.9,6.0,0.271001
0.05,0.99,2000,74,1.0,0.9,6.0,0.284499
0.05,0.99,2000,75,1.0,0.9,6.0,0.276499
0.05,0.99,2000,76,1.0,0.9,6.0,0.252
0.05,0.99,2000,77,1.0,0.9,6.0,0.237501
0.05,0.99,2000,78,1.0,0.9,6.0,0.245499
0.05,0.99,2000,79,1.0,0.9,6.0,0.24
0.05,0.99,2000,80,1.0,0.9,6.0,0.234001
0.05,0.99,2000,81,1.0,0.9,6.0,0.228536
0.05,0.99,2000,82,1.0,0.9,6.0,0.214462
0.05,0.99,2000,83,1.0,0.9,6.0,0.229501
0.05,0.99,2000,84,1.0,0.9,6.0,0.222002
0.05,0.99,2000,85,1.0,0.9,6.0,0.225997
0.05,0.99,2000,86,1.0,0.9,6.0,0.235502
0.05,0.99,2000,87,1.0,0.9,6.0,0.236497
0.05,0.99,2000,88,1.0,0.9,6.0,0.2225
0.05,0.99,2000,89,1.0,0.9,6.0,0.228501
0.05,0.99,2000,90,1.0,0.9,6.0,0.228499
0.05,0.99,2000,91,1.0,0.9,6.0,0.232502
0.05,0.99,2000,92,1.0,0.9,6.0,0.227997
0.05,0.99,2000,93,1.0,0.9,6.0,0.231002
0.05,0.99,2000,94,1.0,0.9,6.0,0.225998
0.05,0.99,2000,95,1.0,0.9,6.0,0.232001
0.05,0.99,2000,96,1.0,0.9,6.0,0.2485
0.05,0.99,2000,97,1.0,0.9,6.0,0.238499
0.05,0.99,2000,98,1.0,0.9,6.0,0.237001
0.05,0.99,2000,99,1.0,0.9,6.0,0.231498
0.1,0.0,20,0,0.43,-0.3262,38.24,0.187501
0.1,0.0,20,1,0.0,-1.0,50.0,0.235001
0.1,0.0,20,2,0.0,-1.0,50.0,0.232999
0.1,0.0,20,3,0.0,-1.0,50.0,0.218499
0.1,0.0,20,4,0.0,-1.0,50.0,0.219501
0.1,0.0,20,5,0.0,-1.0,50.0,0.226501
0.1,0.0,20,6,0.0,-1.0,50.0,0.200497
0.1,0.0,20,7,0.0,-1.0,50.0,0.210003
0.1,0.0,20,8,0.375,-0.3199,35.12,0.144998
0.1,0.0,20,9,0.0,-1.0,50.0,0.205999
0.1,0.0,20,10,0.0,-1.0,50.0,0.204999
0.1,0.0,20,11,0.73,0.1221,31.125,0.127502
0.1,0.0,20,12,0.0,-1.0,50.0,0.2035
0.1,0.0,20,13,0.0,-1.0,50.0,0.214
0.1,0.0,20,14,0.0,-1.0,50.0,0.2035
0.1,0.0,20,15,0.0,-1.0,50.0,0.210499
0.1,0.0,20,16,0.99,0.6021,20.385,0.090502
0.1,0.0,20,17,0.97,0.592,19.87,0.088001
0.1,0.0,20,18,0.705,0.0551,33.2,0.129499
0.1,0.0,20,19,0.0,-1.0,50.0,0.210002
0.1,0.0,20,20,0.0,-1.0,50.0,0.212496
0.1,0.0,20,21,0.0,-1.0,50.0,0.226001
0.1,0.0,20,22,0.0,-1.0,50.0,0.235001
0.1,0.0,20,23,0.0,-1.0,50.0,0.2385
0.1,0.0,20,24,0.0,-1.0,50.0,0.211998
0.1,0.0,20,25,0.0,-1.0,50.0,0.208999
0.1,0.0,20,26,0.0,-1.0,50.0,0.217
0.1,0.0,20,27,0.92,0.4438,24.73,0.111001
0.1,0.0,20,28,0.0,-1.0,50.0,0.2035
0.1,0.0,20,29,0.0,-1.0,50.0,0.212002
0.1,0.0,20,30,0.495,-0.1166,31.075,0.137498
0.1,0.0,20,31,0.0,-1.0,50.0,0.216501
0.1,0.0,20,32,0.0,-1.0,50.0,0.195499
0.1,0.0,20,33,0.815,0.257,28.715,0.12214
0.1,0.0,20,34,0.0,-1.0,50.0,0.209359
0.1,0.0,20,35,0.0,-1.0,50.0,0.215501
0.1,0.0,20,36,0.99,0.7202,14.48,0.0585
0.1,0.0,20,37,0.3,-0.5733,43.965,0.183504
0.1,0.0,20,38,0.0,-1.0,50.0,0.221996
0.1,0.0,20,39,0.0,-1.0,50.0,0.198999
0.1,0.0,20,40,0.84,0.3957,23.055,0.096003
0.1,0.0,20,41,0.0,-1.0,50.0,0.201998
0.1,0.0,20,42,0.0,-1.0,50.0,0.198999
0.1,0.0,20,43,0.0,-1.0,50.0,0.209002
0.1,0.0,20,44,0.0,-1.0,50.0,0.204998
0.1,0.0,20,45,0.0,-1.0,50.0,0.198999
0.1,0.0,20,46,0.0,-1.0,50.0,0.207501
0.1,0.0,20,47,0.0,-1.0,50.0,0.201498
0.1,0.0,20,48,0.0,-1.0,50.0,0.203503
0.1,0.0,20,49,0.0,-1.0,50.0,0.221496
0.1,0.0,20,50,0.0,-1.0,50.0,0.217501
0.1,0.0,20,51,0.0,-1.0,50.0,0.218999
0.1,0.0,20,52,0.0,-1.0,50.0,0.2185
0.1,0.0,20,53,0.0,-1.0,50.0,0.203498
0.1,0.0,20,54,0.36,-0.4728,42.0,0.172998
0.1,0.0,20,55,0.73,0.1031,32.075,0.145
0.1,0.0,20,56,0.0,-1.0,50.0,0.229501
0.1,0.0,20,57,0.0,-1.0,50.0,0.214502
0.1,0.0,20,58,0.0,-1.0,50.0,0.210998
0.1,0.0,20,59,0.0,-1.0,50.0,0.251
0.1,0.0,20,60,0.0,-1.0,50.0,0.201499
0.1,0.0,20,61,0.0,-1.0,50.0,0.201004
0.1,0.0,20,62,0.935,0.4893,23.22,0.098997
0.1,0.0,20,63,0.0,-1.0,50.0,0.208999
0.1,0.0,20,64,0.0,-1.0,50.0,0.196499
0.1,0.0,20,65,0.0,-1.0,50.0,0.2
0.1,0.0,20,66,0.98,0.6124,19.36,0.0835
0.1,0.0,20,67,0.0,-1.0,50.0,0.1955
0.1,0.0,20,68,0.0,-1.0,50.0,0.199501
0.1,0.0,20,69,0.0,-1.0,50.0,0.199499
0.1,0.0,20,70,0.0,-1.0,50.0,0.195002
0.1,0.0,20,71,0.0,-1.0,50.0,0.203499
0.1,0.0,20,72,0.0,-1.0,50.0,0.200499
0.1,0.0,20,73,0.0,-1.0,50.0,0.206501
0.1,0.0,20,74,0.0,-1.0,50.0,0.207999
0.1,0.0,20,75,0.0,-1.0,50.0,0.209
0.1,0.0,20,76,0.0,-1.0,50.0,0.196501
0.1,0.0,20,77,0.975,0.6325,18.1,0.08
0.1,0.0,20,78,0.0,-1.0,50.0,0.203
0.1,0.0,20,79,0.0,-1.0,50.0,0.207501
0.1,0.0,20,80,0.0,-1.0,50.0,0.195999
0.1,0.0,20,81,0.0,-1.0,50.0,0.199502
0.1,0.0,20,82,0.55,-0.0525,30.675,0.123001
0.1,0.0,20,83,0.0,-1.0,50.0,0.199998
0.1,0.0,20,84,0.0,-1.0,50.0,0.206999
0.1,0.0,20,85,0.0,-1.0,50.0,0.199501
0.1,0.0,20,86,0.33,-0.495,41.58,0.17
0.1,0.0,20,87,0.28,-0.4787,38.215,0.154999
0.1,0.0,20,88,0.0,-1.0,50.0,0.196
0.1,0.0,20,89,0.0,-1.0,50.0,0.208001
0.1,0.0,20,90,0.0,-1.0,50.0,0.203497
0.1,0.0,20,91,0.0,-1.0,50.0,0.2045
